,RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
1634,3720,G065.3169-02.7141,Evolved star ,12.3,17.249000000000002,25.4,29.37,17.4,14.9,10.6,7.2,1.2,Kin,1437,MSX,,,
1635,3700,G065.6705-00.7365,Evolved star ,11.843,15.935,22.82,25.1,15.7,14.8,13.8,,,,,MSX,,,
1636,3723,G065.7798-02.6121,YSO ,2.544,3.741,4.14,10.02,14.7,11.0,8.7,5.8,1.1,Kin,613,MIPS/IGA,5.0,<0.7,
1637,3727,G065.9337-03.1317,Evolved star ,1.7109999999999999,2.487,3.03,4.12,12.2,11.5,10.9,,,,,MSX,,,
1638,3715,G066.7943-01.2472,Evolved star ,6.6739999999999995,9.562999999999999,13.9,17.65,16.2,16.1,13.7,,,,,MSX,,,
1639,3682,G067.1632+02.7324,Proto-PN ,0.214,0.867,2.73,24.04,7.8,7.5,7.4,,,,,MSX,,,
1640,3713,G067.9079-00.2495,PN ,0.7959999999999999,1.5230000000000001,3.55,11.61,14.1,13.3,12.0,,,,,MSX,,,
1641,3740,G067.9320-03.4954,OH/IR star ,4.532,7.487,6.37,9.98,11.5,8.5,6.6,,,,,MSX,,,
1642,3697,G068.1424+00.9197,Diffuse HII region ,0.373,0.698,1.27,3.44,,,,,,,,MSX,,,
1643,3696,G068.1492+00.9247,Rejected ,1.089,1.913,1.42,3.03,,,,30.2,3.1,Kin,1025,MSX,,,
1645,3712,G068.2040+00.2387,YSO ,0.426,1.173,2.34,7.79,17.7,13.9,11.5,-35.5,9,Kin,6988,MIPS/IGA,5.0,<0.9,
1646,3699,G068.2383+00.9596,HII region?,0.966,1.484,1.48,8.05,14.8,13.7,12.3,,,,,MSX,5.0,6.1,
1647,3698,G068.3277+01.0201,Evolved star?,0.604,2.3040000000000003,2.8,4.99,10.7,10.0,9.6,,,,,MSX,,,
1648,3693,G068.3418+01.3138,HII region ,1.544,2.295,2.0,9.72,,,,-65.5,11.7,Kin,33037,MIPS/IGA,5.0,7.8,
1649,3738,G068.3499-02.7386,PN ,1.9240000000000002,5.37,6.86,25.28,12.4,11.8,10.7,,,,,MSX,,,
1650,3694,G068.4510+01.2679,OH/IR star ,9.014,13.843,15.9,17.24,13.6,10.9,8.7,,,,,MSX,,,
1651,3686,G069.3001+02.8888,PN ,0.21,-0.5579999999999999,0.92,3.72,14.4,14.0,13.5,,,,,MSX,,,
1652,3728,G069.5395-00.9754,HII region ,0.5479999999999999,0.7759999999999999,1.88,20.63,,,,11.6,2.5,Par,25996,MIPS/IGA,9.0,146.8,
